index_avg,index_min,index_max,thumb_avg,thumb_min,thumb_max,finger_tip_avg,finger_tip_min,finger_tip_max,label
1660.4566666666665,627.0,2944.8333333333335,2177.425,1609.4166666666667,3071.0,0.057932423270231986,0.046196769835727666,0.07644151166384967,firm
1606.71875,791.6666666666666,2959.5,2335.4236111111113,1992.25,3019.8333333333335,0.05501414932913096,0.045262758337730455,0.0673002753367201,firm
1435.5886524822697,711.0,2896.8333333333335,2179.310283687943,1840.75,3043.3333333333335,0.055142222650350396,0.04247467044548884,0.06832466688978973,firm
1456.5277777777776,640.3333333333334,2991.0,2394.365740740741,2065.9166666666665,3070.3333333333335,0.04975265804493527,0.03748003040436181,0.061560460094097214,firm
1509.549019607843,660.0,2967.5,1887.4885620915034,1125.4166666666667,3072.0,0.06280235120876632,0.0483607260297106,0.07558681293231055,firm
1524.2978723404258,692.1666666666666,2871.1666666666665,2099.735815602837,1376.25,2967.5,0.05641384842974533,0.04089754761018945,0.07067455747391478,firm
1514.5986394557822,924.8333333333334,2843.6666666666665,2301.9914965986395,1881.3333333333333,2986.8333333333335,0.05098335561687512,0.03609142870732246,0.06654085675540898,firm
1478.7063492063492,763.8333333333334,2903.5,2183.214285714286,1332.6666666666667,2952.8333333333335,0.059523396059576184,0.04725939252434862,0.07090751985660075,firm
1330.5882352941176,607.0,2732.6666666666665,2374.753267973856,2012.75,2993.0833333333335,0.05927016513192914,0.04624424206971737,0.07007227949774872,firm
1600.0851063829787,741.5,2975.1666666666665,2204.3492907801415,1415.8333333333333,2944.25,0.05371223293401938,0.041086971087725285,0.07090344009422421,firm
1640.0933333333335,1027.5,2679.5,2156.1766666666667,1259.4166666666667,3017.6666666666665,0.0549641966953154,0.04120707998270876,0.0672325028869361,firm
1380.405797101449,618.5,2772.0,2415.643115942029,2061.75,3072.0,0.057138439525017355,0.044534156188742666,0.07035530378531289,firm
1522.37,901.1666666666666,2876.3333333333335,2305.1966666666667,1641.5833333333333,3072.0,0.05758367347284578,0.045780994125276725,0.07288675138245895,firm
1582.6530612244899,817.8333333333334,2814.8333333333335,2065.12925170068,1314.3333333333333,3040.25,0.062143040156626424,0.04874648295241118,0.07686479831430706,firm
1598.6013071895425,1055.6666666666667,2901.5,2141.7336601307193,1398.4166666666667,2928.4166666666665,0.056175389895539336,0.0426937051566655,0.07240393236174474,firm
1950.395424836601,1089.5,2887.0,2763.3137254901962,2442.3333333333335,3072.0,0.056998563336018285,0.0410858751092347,0.07377570901212464,medium
1905.2155172413793,1044.0,2779.8333333333335,2696.3390804597702,2294.6666666666665,3067.25,0.0551099863874119,0.04612972442000369,0.0711938296439797,medium
1958.8487654320986,1100.3333333333333,2914.8333333333335,2798.4830246913575,2583.0833333333335,3072.0,0.05181981135607808,0.03350072928358282,0.0712977483613943,medium
1917.721088435374,1009.8333333333334,2809.5,2738.19387755102,2402.0,3063.6666666666665,0.05000411486424229,0.03570606993946318,0.0652269964433221,medium
1965.4795321637425,1277.1666666666667,2820.3333333333335,2618.970760233918,1911.5,3063.5,0.045142883649388676,0.01985867187253315,0.07119710770474662,medium
1905.5104166666667,1172.8333333333333,2870.0,2729.4982638888887,2424.6666666666665,3072.0,0.04737560007404876,0.03188435309039508,0.06700273294270376,medium
1980.957446808511,1221.6666666666667,2964.5,2825.815602836879,2583.75,3072.0,0.05326443717610379,0.03722322010826929,0.07550652553773095,medium
1830.0933333333332,999.0,2964.5,2603.69,1877.5,3072.0,0.057825275491032675,0.03686132439124602,0.0790106605496241,medium
1969.5133333333333,1506.1666666666667,2603.5,2515.9033333333336,2209.5833333333335,3023.0,0.04052364256960457,0.030181074025870162,0.0533368800805111,medium
1865.4350282485877,1263.8333333333333,2740.8333333333335,2469.9774011299432,2138.1666666666665,3006.1666666666665,0.045244940044326956,0.029129695745421645,0.05902075156118645,medium
1960.5366666666666,1408.0,2773.3333333333335,2540.5916666666667,2148.25,3056.1666666666665,0.03875245774783467,0.027379938378498215,0.05213730205113885,medium
1859.830188679245,1237.8333333333333,2774.1666666666665,2492.4827044025164,2228.0833333333335,3011.0,0.046321673301656124,0.027855738897304833,0.05888404850093215,medium
1950.6497175141242,1473.3333333333333,2723.1666666666665,2495.200564971751,2144.1666666666665,3036.9166666666665,0.04364785234083521,0.022472635060197973,0.062354989499930104,medium
1901.091836734694,1308.8333333333333,2648.5,2619.396258503401,2332.5833333333335,3003.5,0.04188811188318838,0.02483829688676843,0.05152024870473185,medium
1890.4607843137253,1462.1666666666667,2721.3333333333335,2400.7189542483657,2090.75,3004.6666666666665,0.0442617485680355,0.03398736972090196,0.055898931855369594,medium
