i1_avg,i1_min,i1_max,i1_std,i1_time_to_peak,i1_slope,i2_avg,i2_min,i2_max,i2_std,i2_time_to_peak,i2_slope,m1_avg,m1_min,m1_max,m1_std,m1_time_to_peak,m1_slope,m2_avg,m2_min,m2_max,m2_std,m2_time_to_peak,m2_slope,r1_avg,r1_min,r1_max,r1_std,r1_time_to_peak,r1_slope,r2_avg,r2_min,r2_max,r2_std,r2_time_to_peak,r2_slope,p3_avg,p3_min,p3_max,p3_std,p3_time_to_peak,p3_slope,pa3_avg,pa3_min,pa3_max,pa3_std,pa3_time_to_peak,pa3_slope,pa4_avg,pa4_min,pa4_max,pa4_std,pa4_time_to_peak,pa4_slope,pa1_avg,pa1_min,pa1_max,pa1_std,pa1_time_to_peak,pa1_slope,pa2_avg,pa2_min,pa2_max,pa2_std,pa2_time_to_peak,pa2_slope,displacement_avg,displacement_min,displacement_max,displacement_std,label
6.5442468596904915,2.5,15.983084769545643,4.232910707516125,0.7435897435897436,6.32660628868917,3.0461225925134814,2.5,4.508900075131548,0.7562949767497342,0.7435897435897436,0.9320271043293973,9.436901887556047,2.5,18.24380549817977,5.608103437111848,0.7435897435897436,9.265849619405545,6.001027602397292,3.3089443257158506,10.273249396964747,2.607201632610985,0.6923076923076923,3.0531791083725093,4.0225330322902755,2.5,6.17745947376775,1.5041187750498877,0.5641025641025641,1.5955071752168322,11.487965597837002,4.601625586348322,15.809999288506424,3.4072696994283556,0.5128205128205128,-8.996993813140062,22.68947937238276,2.5846973657365457,59.61145605729928,17.621668862366594,0.1794871794871795,-40.79742412451087,22.32177883880517,6.282552644325731,36.63016771108816,11.265199117986171,0.7435897435897436,2.579498204273958,28.00229236872707,6.536568963059911,36.892045489603575,9.03466801589467,0.7692307692307693,-13.570211883459903,5.6686264267418185,2.7723109377492485,11.447307325051193,2.334632887254787,0.6923076923076923,5.942916436522751,2.5041932637373754,2.5,2.556743632719752,0.013345084307206143,0.1794871794871795,-0.007449123379355443,-0.13246601106247619,-0.1413912407162874,-0.12722732989934746,0.00524038070424221,firm
24.779313550958513,12.517169863788558,36.897416203232204,7.503091027219314,0.46153846153846156,4.320273280606148,16.001042094304683,2.5,54.278343347855746,14.174827241158622,0.7692307692307693,26.47510497659092,10.35059604261745,4.876854338603276,20.445138433548554,5.165617838509357,0.8461538461538461,12.709210588897056,4.320382467716604,2.7793252441591734,5.207406187567812,0.7261842091902607,0.6923076923076923,1.7185099627805043,2.5195566964241225,2.5,3.085082579260783,0.09564322810537766,0.9230769230769231,0.09588735305579259,5.736204083426164,3.0688277573066407,8.98619095460041,1.8080812261169383,0.5641025641025641,3.33410205990201,2.5,2.5,2.5,0.0,0.0,-1.4501597757433887e-15,15.128564985226888,3.7246985725904533,29.708299075936985,8.939745752439613,0.8461538461538461,23.282315997204922,44.54848159726604,8.414015049347514,61.0373862904851,15.383849414788795,0.358974358974359,15.57958464098995,9.98200296732578,4.8004140975556115,14.727977786878627,2.675573324391612,0.8461538461538461,2.3394824757787496,2.5050580977831944,2.5,2.545050741657123,0.012915722238046719,0.5384615384615384,-0.0017415049539588683,-0.19365810192624366,-0.22481669017375674,-0.15875026336607473,0.023443136089112648,firm
22.300178567781124,7.758294263829285,32.64997996044365,9.319199965190402,0.7317073170731707,17.166877720699752,20.06163692540394,2.5,50.40298845545508,18.751945322323273,0.6341463414634146,12.952655736533142,13.465318370787989,2.5,32.939536981504496,12.026803363934281,0.8048780487804879,33.75650876415825,6.347446191703411,2.9698474188945867,11.136045455779879,2.9997916969574496,0.8536585365853658,7.5527296538862165,3.8904065807511885,2.5,7.0332432430557885,1.3918248858391413,0.8780487804878049,3.945232053292821,12.86884143950903,2.897569906666741,26.5718240978759,6.369371147348565,0.36585365853658536,6.178451976196296,3.228200686468019,2.5,6.143949113671259,1.2435105381648477,0.34146341463414637,-0.6439166428142261,37.066544282403605,2.853025387323565,65.907335955388,25.56541397747683,0.8048780487804879,59.69111276375639,18.40337220000535,3.1850173836973243,29.873292794546362,8.458343928757927,0.2926829268292683,12.596053048607237,5.038160341423718,3.3449675619255266,10.201846593812453,1.9010392496802946,0.8536585365853658,5.014403181554655,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,-0.13650528331298453,-0.1520144064756915,-0.12617939912396428,0.009962697514062441,firm
13.244273855017235,2.5,28.19173580085422,9.428682118804169,0.8222222222222222,23.044997936853367,28.013893386655806,2.5,55.040386439832155,22.161360267322515,0.5555555555555556,25.85243485466919,22.637271551933445,2.5,47.75614089957701,19.10211734291001,0.5555555555555556,38.48923435196756,5.16397695414235,3.025028928070921,8.248492547754557,1.9130596116951126,0.8,4.016092456249841,2.8277408290843304,2.5,4.268538817326807,0.5174404370340738,0.8222222222222222,0.9503063255649675,10.165832787948618,2.871508929395452,17.83455647457373,5.039860541152242,0.4444444444444444,2.8317425020729914,2.5,2.5,2.5,0.0,0.0,-1.3534235755153251e-15,24.147444484898315,2.7694735163989863,43.616285343451175,15.355958583556163,0.5777777777777777,27.217878524764483,27.032827206664425,2.5,61.32613101928925,20.49667746382519,0.7555555555555555,48.52199252786186,8.4083063732719,2.5,15.60600103889645,4.7211724452614625,0.8222222222222222,11.403765657183744,2.53485294301537,2.5,2.6736725433460404,0.05319021227236481,0.8444444444444444,0.08980773703489514,-0.1606266116542232,-0.197168978995928,-0.12192285814358195,0.02697468718020957,firm
15.591995327297099,2.5,34.17280224152573,11.751088033740094,0.75,22.044062421596504,26.220389823824373,2.5,90.59991086729643,30.94117143424206,0.6,35.520452714980564,15.092733965419134,2.5,33.8648290825968,11.855270048960882,0.8,26.019716838072206,5.315176473171906,2.6850775966802813,10.131219621812404,2.368335979070592,0.775,4.811770124015661,4.620853767456276,2.5,10.384467749110325,2.6390618298533046,0.8,5.042123971895047,9.196129157289459,2.83427896186504,16.565611040868813,4.003512572560491,0.4,3.1274926330759234,2.5,2.5,2.5,0.0,0.0,2.3876540405417515e-15,37.06676445199717,2.828319084933932,63.96267818121228,24.113682136855772,0.55,29.62528308046596,23.265962437641655,3.8222762257296616,38.782760477173476,12.353359950876136,0.775,24.57077092478202,5.955375149906777,3.7577987557780435,9.019680313446058,1.4541316292386834,0.825,4.115913518227008,2.546441094526818,2.5,2.7548281325251427,0.07955324364070657,0.675,0.12462152616027983,-0.14118493423148243,-0.15781267276443578,-0.1272706712240413,0.012932556790591746,firm
3.6775371187938157,2.5,5.652216108819843,1.123392924060171,0.6086956521739131,2.899023606074911,8.402251461168374,2.5,33.36437624730201,7.6350796709286115,0.4782608695652174,5.178836780445637,17.626320074219638,2.5,41.049802319374834,15.219545977473125,0.6739130434782609,32.064777978016934,7.701249688248073,3.1641053225463813,17.909464759360628,4.352192548383603,0.5869565217391305,4.807529630393962,2.7947171296129714,2.5,4.562181376423111,0.5437905303286628,0.7608695652173914,0.7073727416410803,35.342155510317625,4.568968084225495,82.866016945596,28.877857961086246,0.6521739130434783,32.89010485006377,2.5,2.5,2.5,0.0,0.0,1.3391080012120319e-15,33.59530854409919,6.8554198071845756,56.53119517575691,18.619837210710205,0.43478260869565216,8.212416388058678,19.80490050191201,3.5567021472282505,35.40944651777726,11.070767501587325,0.8260869565217391,21.607989233245753,4.591992737306588,3.0375023435945603,6.624193615840472,1.00463660819324,0.8043478260869565,3.1327324050697807,2.5,2.5,2.5,0.0,0.0,1.3391080012120319e-15,-0.16560049224430243,-0.20223241019999874,0.0,0.03986877741891294,firm
8.514095530944013,2.5,21.355827691313454,6.861095401428763,0.7954545454545454,12.607182922413038,15.469734155305769,2.5,54.38797338632279,14.523488978081604,0.5454545454545454,15.849255283175339,13.07894244613844,3.037746123996714,30.262654702694217,8.148217318985129,0.7954545454545454,17.83558217620302,6.26965565829581,2.850304093570406,10.010627472951178,2.58050773159192,0.6590909090909091,3.5940120334014702,4.25011096142617,2.5,6.802107134606146,1.661887966490875,0.8181818181818182,2.590802147666913,21.031528733071404,3.929353517539276,45.85159432124251,13.185815644619568,0.45454545454545453,-0.20270036216483348,2.5251601552508345,2.5,3.1873312861370398,0.11208860177061283,0.36363636363636365,-0.034155122663881224,24.667783648416663,2.5,66.86692009566697,23.800951675323866,0.7272727272727273,40.60795633520529,14.183647276745093,2.5,32.06329728236306,10.113374340774323,0.7954545454545454,21.659508328957493,4.947416583020709,2.653821947727621,9.68263969449604,1.7702191537443386,0.4090909090909091,0.44495230684804793,2.5,2.5,2.5,0.0,0.0,4.560693805535503e-16,-0.1827040018018554,-0.21780660755897363,-0.15914372776672478,0.020328195438451102,firm
9.079915177570282,2.5,22.943379928586427,6.7842585617531155,0.6829268292682927,12.456613105117093,3.2101801248130633,2.5,4.453274205617716,0.7134943930298547,0.36585365853658536,0.20474390875914375,5.4984458813266555,2.5,19.6395728944875,5.093389536261302,0.7560975609756098,7.944219294716908,5.345724363567084,3.3410908323973647,8.838133574345138,1.6090982778856056,0.7560975609756098,2.362875826774914,6.393103240368987,2.5,12.251637551976623,3.5218838738493687,0.7560975609756098,3.948380075172743,9.635878188943906,2.5,20.655278673867507,5.04281641212042,0.34146341463414637,-6.995446662780996,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,22.138125407332247,3.744014718602675,43.344013570415875,14.288028204742126,0.7560975609756098,14.243532256681615,22.110298717675796,2.9870427040128447,35.90467363782358,9.920761766253195,0.1951219512195122,-19.555010128876052,5.334909338869788,2.647562097944918,13.901807192833319,3.503578467045492,0.7804878048780488,5.439545092103507,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,-0.1515310662393738,-0.19583998890025206,-0.12887766280984633,0.02821409599429651,firm
22.042907918035798,5.15395050895354,38.218349668349994,12.229309860720052,0.6764705882352942,9.73366034194638,2.813376620422553,2.5,3.401320320719673,0.31067213666251586,0.5882352941176471,0.6003199913690813,6.135154964285256,2.5,10.661795168414757,3.111988095500451,0.7941176470588235,8.294685204934769,6.096591279612489,3.9842864750020994,10.295829607850477,1.8939512372036027,0.7941176470588235,3.048368130249707,3.7651031605881613,2.5,6.131419934563293,1.4134030594522575,0.7941176470588235,2.1724954913658125,24.092015629605026,4.028570173682616,58.03780557428622,16.94300738122253,0.38235294117647056,8.989754261128578,13.191275289016259,2.5,23.421280224887244,6.3348152355195575,0.29411764705882354,-2.8805494750413487,9.088775855301597,3.2041372431561466,19.594518411598866,4.574890873499537,0.7941176470588235,4.913990209431926,21.67462922112931,4.879434473342654,45.70889541135789,14.768625029565458,0.5882352941176471,14.463958172859522,4.647187032029072,2.5206295699347927,7.7187366965709,1.6901783669649768,0.9411764705882353,4.367767214465512,2.648132335821601,2.5,3.24111278926203,0.23418218175598374,0.7941176470588235,0.38642564790291933,-0.1755370847395396,-0.19241444877035319,-0.15753507797489033,0.010504134440608692,firm
22.8039583955021,9.912117574612301,33.2976601788604,8.65213555472034,0.42105263157894735,3.3794202465885155,3.873447378689135,2.5,5.63881850643449,1.1616787497901853,0.7368421052631579,1.8345159197197334,9.883711428351944,2.5,23.87546074617322,7.062597396339547,0.8421052631578947,20.31793003382386,5.347426126732714,2.771853786326412,9.83983741285084,2.189620931898295,0.8421052631578947,4.7646354272275175,3.2115334426780002,2.5,4.554262247494461,0.7659788045097159,0.868421052631579,1.5303774507039396,7.268181753383933,3.15445668262659,16.284760047455993,3.6645050474666587,0.47368421052631576,0.6122507932934691,3.018468927147227,2.5,6.030675519780451,1.0250327336796532,0.3157894736842105,-0.7709937494325931,26.664929408647886,3.3242948033128585,57.00258990105169,18.663460879129534,0.7894736842105263,35.06856866907054,10.373144749117564,4.493167371064963,17.544126739100115,3.6342493799333058,0.5263157894736842,3.1983829192418383,4.377475813907212,2.9742638467360325,7.305365000240822,1.2985123324823025,0.8421052631578947,3.539948977844937,2.5,2.5,2.5,0.0,0.0,1.223657787757012e-15,-0.15544022910258243,-0.18217672295881243,-0.13760778523466774,0.011197275730310154,firm
