i3_avg,i3_min,i3_max,i3_std,i3_time_to_peak,i3_slope,m3_avg,m3_min,m3_max,m3_std,m3_time_to_peak,m3_slope,r3_avg,r3_min,r3_max,r3_std,r3_time_to_peak,r3_slope,p3_avg,p3_min,p3_max,p3_std,p3_time_to_peak,p3_slope,pa1_avg,pa1_min,pa1_max,pa1_std,pa1_time_to_peak,pa1_slope,pa2_avg,pa2_min,pa2_max,pa2_std,pa2_time_to_peak,pa2_slope,pa3_avg,pa3_min,pa3_max,pa3_std,pa3_time_to_peak,pa3_slope,pa4_avg,pa4_min,pa4_max,pa4_std,pa4_time_to_peak,pa4_slope,global_pressure_avg,global_pressure_min,global_pressure_max,global_pressure_std,global_pressure_time_to_peak,global_pressure_slope,displacement_avg,displacement_min,displacement_max,displacement_std,label
24.852089854568675,5.594100521306942,70.97189065864477,16.166831319306628,0.717948717948718,16.902941963526573,47.52898008851663,4.929383447718562,70.14418671000963,24.55742918464042,0.4358974358974359,-12.152591078012692,58.247255120362,2.5,137.12389841538157,43.50231595565794,0.5384615384615384,-17.752251569686965,22.68947937238276,2.5846973657365457,59.61145605729928,17.621668862366594,0.1794871794871795,-40.79742412451087,5.6686264267418185,2.7723109377492485,11.447307325051193,2.334632887254787,0.6923076923076923,5.942916436522751,2.5041932637373754,2.5,2.556743632719752,0.013345084307206143,0.1794871794871795,-0.007449123379355443,22.32177883880517,6.282552644325731,36.63016771108816,11.265199117986171,0.7435897435897436,2.579498204273958,28.00229236872707,6.536568963059911,36.892045489603575,9.03466801589467,0.7692307692307693,-13.570211883459903,14.018805688486813,5.399980151678888,19.80958154322754,5.139926583418765,0.717948717948718,-0.8587587689739539,-0.13246601106247619,-0.1413912407162874,-0.12722732989934746,0.00524038070424221,firm
59.306208635938994,2.5,131.3687927770004,46.82337870578895,0.8205128205128205,81.02006551737675,67.62598010221643,12.148946519704097,95.52898921356199,31.671127065756732,0.6923076923076923,32.15972020997484,70.36303234971118,2.5,155.14368856431963,41.06468891083593,0.717948717948718,33.87603997350802,2.5,2.5,2.5,0.0,0.0,-1.4501597757433887e-15,9.98200296732578,4.8004140975556115,14.727977786878627,2.675573324391612,0.8461538461538461,2.3394824757787496,2.5050580977831944,2.5,2.545050741657123,0.012915722238046719,0.5384615384615384,-0.0017415049539588683,15.128564985226888,3.7246985725904533,29.708299075936985,8.939745752439613,0.8461538461538461,23.282315997204922,44.54848159726604,8.414015049347514,61.0373862904851,15.383849414788795,0.358974358974359,15.57958464098995,17.061813494503813,5.767507073692023,25.420019247856327,6.391332467860958,0.8461538461538461,11.022228470357144,-0.19365810192624366,-0.22481669017375674,-0.15875026336607473,0.023443136089112648,firm
26.194359569696854,2.983494270479634,50.30619807764051,16.355361824243115,0.5121951219512195,34.96882702526151,51.909267163461124,2.5,93.63445846081457,31.770540890292327,0.8048780487804879,82.301602591292,51.1830394816439,2.5,143.33001990270097,47.45310845670476,0.6097560975609756,73.8668595820875,3.228200686468019,2.5,6.143949113671259,1.2435105381648477,0.34146341463414637,-0.6439166428142261,5.038160341423718,3.3449675619255266,10.201846593812453,1.9010392496802946,0.8536585365853658,5.014403181554655,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,37.066544282403605,2.853025387323565,65.907335955388,25.56541397747683,0.8048780487804879,59.69111276375639,18.40337220000535,3.1850173836973243,29.873292794546362,8.458343928757927,0.2926829268292683,12.596053048607237,13.424821511953631,4.408186219261867,20.77400910417323,6.228463554605881,0.6097560975609756,14.481227106711192,-0.13650528331298453,-0.1520144064756915,-0.12617939912396428,0.009962697514062441,firm
15.2656082215075,6.975563417694171,24.20075417601167,4.325669204247653,0.26666666666666666,-3.1736822202681014,32.367666517791776,2.5,54.33255657204148,19.363785888259834,0.8222222222222222,19.12447482312926,46.76053757307574,2.5,120.55715865912474,32.81475558585666,0.2222222222222222,-15.168282665438136,2.5,2.5,2.5,0.0,0.0,-1.3534235755153251e-15,8.4083063732719,2.5,15.60600103889645,4.7211724452614625,0.8222222222222222,11.403765657183744,2.53485294301537,2.5,2.6736725433460404,0.05319021227236481,0.8444444444444444,0.08980773703489514,24.147444484898315,2.7694735163989863,43.616285343451175,15.355958583556163,0.5777777777777777,27.217878524764483,27.032827206664425,2.5,61.32613101928925,20.49667746382519,0.7555555555555555,48.52199252786186,11.740279566957145,4.214340019441575,18.300211438340693,4.9780481621693236,0.7555555555555555,9.50683693271415,-0.1606266116542232,-0.197168978995928,-0.12192285814358195,0.02697468718020957,firm
26.051492987028862,5.040907233499377,44.95704019068463,13.199429850388588,0.5,19.656767545501424,34.5165413279336,4.512625066300022,64.12442910130686,22.60281667151056,0.725,36.00649225628035,17.824840083721792,2.5,65.68139189173733,16.337111544283978,0.55,16.13312879073084,2.5,2.5,2.5,0.0,0.0,2.3876540405417515e-15,5.955375149906777,3.7577987557780435,9.019680313446058,1.4541316292386834,0.825,4.115913518227008,2.546441094526818,2.5,2.7548281325251427,0.07955324364070657,0.675,0.12462152616027983,37.06676445199717,2.828319084933932,63.96267818121228,24.113682136855772,0.55,29.62528308046596,23.265962437641655,3.8222762257296616,38.782760477173476,12.353359950876136,0.775,24.57077092478202,13.328018817955975,4.872757746977666,21.49468967190231,6.434834746905813,0.675,10.990015810961165,-0.14118493423148243,-0.15781267276443578,-0.1272706712240413,0.012932556790591746,firm
15.378198700208332,6.209747014330084,25.26330078321898,4.224466669419905,0.21739130434782608,2.804351649521281,33.49583424781312,2.506339080853634,64.92202050370285,22.432431103181774,0.6521739130434783,13.485918003538552,85.24194075158634,2.5,166.88159105107638,62.884003742760065,0.5434782608695652,60.07968790770432,2.5,2.5,2.5,0.0,0.0,1.3391080012120319e-15,4.591992737306588,3.0375023435945603,6.624193615840472,1.00463660819324,0.8043478260869565,3.1327324050697807,2.5,2.5,2.5,0.0,0.0,1.3391080012120319e-15,33.59530854409919,6.8554198071845756,56.53119517575691,18.619837210710205,0.43478260869565216,8.212416388058678,19.80490050191201,3.5567021472282505,35.40944651777726,11.070767501587325,0.8260869565217391,21.607989233245753,14.642612937166179,4.773022819008238,23.149468932668405,7.07658787251716,0.6521739130434783,8.597057105248892,-0.16560049224430243,-0.20223241019999874,0.0,0.03986877741891294,firm
40.188203531749956,7.595370298019258,75.48600968460626,24.89470210367823,0.6590909090909091,26.975559310486087,47.18135550905354,2.5,89.56899800033828,31.611591434437855,0.75,34.78588105516107,55.60447615424188,2.5,132.23233410708437,44.61313578008994,0.4090909090909091,-8.241586701877871,2.5251601552508345,2.5,3.1873312861370398,0.11208860177061283,0.36363636363636365,-0.034155122663881224,4.947416583020709,2.653821947727621,9.68263969449604,1.7702191537443386,0.4090909090909091,0.44495230684804793,2.5,2.5,2.5,0.0,0.0,4.560693805535503e-16,24.667783648416663,2.5,66.86692009566697,23.800951675323866,0.7272727272727273,40.60795633520529,14.183647276745093,2.5,32.06329728236306,10.113374340774323,0.7954545454545454,21.659508328957493,12.465262793777702,4.449698605827577,21.27257574619379,6.132571980050312,0.6590909090909091,9.367920786160216,-0.1827040018018554,-0.21780660755897363,-0.15914372776672478,0.020328195438451102,firm
20.95096999926027,2.5,34.10763116945609,11.7732571274907,0.5121951219512195,4.118872287174181,29.606642495233288,2.5,61.33951337457355,22.943788516602904,0.7560975609756098,17.848008565577075,19.567031427122476,2.5,93.96168642299108,18.889198453735364,0.7560975609756098,7.378967157330711,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,5.334909338869788,2.647562097944918,13.901807192833319,3.503578467045492,0.7804878048780488,5.439545092103507,2.5,2.5,2.5,0.0,0.0,1.4156481617657921e-15,22.138125407332247,3.744014718602675,43.344013570415875,14.288028204742126,0.7560975609756098,14.243532256681615,22.110298717675796,2.9870427040128447,35.90467363782358,9.920761766253195,0.1951219512195122,-19.555010128876052,11.030912644804479,4.671980113902155,16.354571314102095,3.9896813911280162,0.7560975609756098,0.08044566683192986,-0.1515310662393738,-0.19583998890025206,-0.12887766280984633,0.02821409599429651,firm
6.17520668501248,3.566218979713694,13.806911917018846,2.9862871454696194,0.8235294117647058,7.703633908588367,38.510381660121006,3.3084491918906473,91.01746759196531,31.09191951743923,0.7941176470588235,42.31783069826411,134.03591382927692,44.47184171094481,187.37559591224704,46.62845605379036,0.4411764705882353,-2.3238337260091364,13.191275289016259,2.5,23.421280224887244,6.3348152355195575,0.29411764705882354,-2.8805494750413487,4.647187032029072,2.5206295699347927,7.7187366965709,1.6901783669649768,0.9411764705882353,4.367767214465512,2.648132335821601,2.5,3.24111278926203,0.23418218175598374,0.7941176470588235,0.38642564790291933,9.088775855301597,3.2041372431561466,19.594518411598866,4.574890873499537,0.7941176470588235,4.913990209431926,21.67462922112931,4.879434473342654,45.70889541135789,14.768625029565458,0.5882352941176471,14.463958172859522,14.610637381301173,6.4116861682311015,20.64103184227644,4.86757391836706,0.7941176470588235,3.6595207521834836,-0.1755370847395396,-0.19241444877035319,-0.15753507797489033,0.010504134440608692,firm
6.058501082328477,2.5,9.068482258837426,2.289796989406803,0.6578947368421053,5.711356745332333,59.68700688409223,2.5,92.04266030570619,37.0183178025425,0.7631578947368421,59.262294604032405,63.32488486618424,2.5,127.72583787042275,44.47531938931616,0.3684210526315789,23.869730212484964,3.018468927147227,2.5,6.030675519780451,1.0250327336796532,0.3157894736842105,-0.7709937494325931,4.377475813907212,2.9742638467360325,7.305365000240822,1.2985123324823025,0.8421052631578947,3.539948977844937,2.5,2.5,2.5,0.0,0.0,1.223657787757012e-15,26.664929408647886,3.3242948033128585,57.00258990105169,18.663460879129534,0.7894736842105263,35.06856866907054,10.373144749117564,4.493167371064963,17.544126739100115,3.6342493799333058,0.5263157894736842,3.1983829192418383,12.412341428427466,4.666611795956388,18.99446410499433,5.464646500136475,0.7105263157894737,9.080493416078552,-0.15544022910258243,-0.18217672295881243,-0.13760778523466774,0.011197275730310154,firm
