Pressure_Pa,ADC_Reading
2.5,2653.54256607559
7.5,2207.4002725706832
12.5,1842.1330063833823
17.5,1566.7828985874955
22.5,1343.483194650697
27.5,1191.4556082243967
32.5,1071.8890877133326
37.5,926.4248869595463
42.5,795.8252516313032
47.5,662.8703045099433
52.5,554.0547187661226
57.5,471.20724699600885
62.5,403.12092867119367
67.5,352.3250005722045
72.5,297.61060569069605
77.5,265.78047579084114
82.5,234.98924624535346
87.5,198.2971255993021
92.5,165.87839419047035
97.5,138.86346072417035
102.5,109.19696929238062
107.5,98.56133286285403
112.5,78.57222190414154
117.5,68.46825374535153
122.5,67.45964934386706
127.5,44.33508779845741
132.5,41.69215688836925
137.5,35.71274485614371
142.5,27.76470572063151
147.5,22.835555572609103
152.5,20.497619089484214
157.5,17.583333393931383
162.5,14.879761942050289
167.5,12.420512853677455
172.5,10.017857212892602
177.5,10.403333416283129
182.5,8.177272821150043
187.5,5.642424244501375
192.5,5.937179469833008
197.5,4.025925879511568
202.5,3.716666608221002
207.5,3.243939361247149
212.5,3.526190445039954
217.5,2.5733333176374433
222.5,2.8425925842589796
227.5,2.058333323150873
232.5,1.4560605847022752
237.5,1.22857141494751
242.5,1.0333333130587232
247.5,1.0666666407670298
