Pressure_Pa,ADC_Reading
2.5,2785.1026272455856
7.5,2672.894080663426
12.5,2433.5273868119893
17.5,2165.6550246983347
22.5,1867.1131890073032
27.5,1574.7014042583264
32.5,1324.7371238998223
37.5,1111.9091584541432
42.5,928.9567801782642
47.5,750.6336220050679
52.5,615.2510661023726
57.5,517.0223501032049
62.5,431.1063496544248
67.5,361.053704516093
72.5,301.58571578979496
77.5,249.74570033165716
82.5,202.3860220816828
87.5,164.86666706630155
92.5,143.82777791199857
97.5,111.94999975011896
102.5,95.59305556317173
107.5,76.55984849171206
112.5,69.79523759853271
117.5,53.72631544125708
122.5,47.84318191788412
127.5,42.401852139499454
132.5,34.16875033080579
137.5,33.246078822192025
142.5,26.210000245968505
147.5,23.04607850541087
152.5,22.007142813077998
157.5,17.076666569312412
162.5,19.96333308140437
167.5,12.1909089662812
172.5,13.334615258987139
177.5,11.87948709863883
182.5,12.94545455195687
187.5,12.187499950329466
192.5,10.815277711550396
197.5,7.306666624546051
202.5,11.264814735783471
207.5,5.774242388660259
212.5,9.424999938160182
217.5,4.825757559321144
222.5,5.159523807253156
227.5,2.8181818176399576
232.5,1.7857142857142858
237.5,0.8060606029900638
242.5,0.0
247.5,0.15490196031682632
