Pressure_Pa,ADC_Reading
2.5,2875.7924758930335
7.5,2555.084792915877
12.5,2291.794955209584
17.5,2090.856884065858
22.5,1916.0884940979981
27.5,1753.0082661555364
32.5,1596.127079035727
37.5,1478.482887463692
42.5,1366.76235333611
47.5,1272.5677110575007
52.5,1170.2067851475304
57.5,1097.4555009765622
62.5,1011.1289139457372
67.5,949.8782520382905
72.5,891.9182870965255
77.5,826.3162153914168
82.5,785.4434847745028
87.5,744.9681697591145
92.5,718.5804864698841
97.5,670.2862955729166
102.5,643.6203686749494
107.5,614.3314592997234
112.5,581.7000017249065
117.5,560.2264008789061
122.5,542.540263125771
127.5,515.8849996948244
132.5,501.5660528885692
137.5,485.3710005187988
142.5,471.05027804904523
147.5,447.49647127039293
152.5,441.69133443196614
157.5,432.96218795776383
162.5,407.83500126429965
167.5,401.5278135299682
172.5,392.8826930119442
177.5,358.73230778620797
182.5,366.5426666259766
187.5,346.08000016645957
192.5,327.23227317116476
197.5,319.8918182373047
202.5,326.63299926757816
207.5,326.9494985961914
212.5,299.0514985656739
217.5,317.3919990539551
222.5,303.9172217475043
227.5,331.9779995727539
232.5,302.25187511444096
237.5,328.13999938964844
242.5,335.65900024414066
247.5,355.5506251335144
