Pressure_Pa,ADC_Reading
2.5,2633.631201987066
7.5,2442.474004738869
12.5,2283.6493609787126
17.5,2142.8679008249865
22.5,2018.6738243164054
27.5,1936.587018563814
32.5,1846.6969336498742
37.5,1787.627776069146
42.5,1706.1136011835354
47.5,1635.365463663737
52.5,1583.1660520200373
57.5,1529.6418414680318
62.5,1467.4982739257814
67.5,1422.7811666349085
72.5,1398.4514285356572
77.5,1369.6261938476564
82.5,1336.2857838350183
87.5,1292.3023812430242
92.5,1250.389814860026
97.5,1218.651237883391
102.5,1201.557777832031
107.5,1200.3467956542968
112.5,1175.631218610491
117.5,1156.0789388020837
122.5,1139.1583333333333
127.5,1124.8735438755582
132.5,1100.8576017680923
137.5,1102.0362782197842
142.5,1073.0166702270508
147.5,1081.1911800608916
152.5,1064.3307204302619
157.5,1058.5937027994792
162.5,1046.1134913853236
167.5,1033.143161245493
172.5,1029.300000871931
177.5,1007.3737393465909
182.5,1008.7717590332032
187.5,996.1179480919471
192.5,979.8065640536221
197.5,985.1411114501952
202.5,970.6746914333768
207.5,978.577273837003
212.5,961.6979171752931
217.5,978.4049981689453
222.5,965.6277784559463
227.5,980.8772204589844
232.5,980.7986068725586
237.5,1002.8864156087241
242.5,1002.6790086534288
247.5,1026.1519538430605
