Pressure_Pa,ADC_Reading
2.5,2685.5330264584895
7.5,2624.7761348401086
12.5,2458.8244194779822
17.5,2284.055578799174
22.5,2141.291723872166
27.5,1986.368171366707
32.5,1836.2961905924485
37.5,1746.9796933930504
42.5,1666.0627723594766
47.5,1535.654229645231
52.5,1425.7382512327097
57.5,1339.7616040910991
62.5,1304.998295998087
67.5,1228.2936219560343
72.5,1143.6515545512357
77.5,1080.8396446434226
82.5,1033.411432407924
87.5,999.2161795223459
92.5,973.5505394720263
97.5,953.033891398112
102.5,911.8987661856191
107.5,896.8561749493635
112.5,875.7086964482846
117.5,833.4374987284344
122.5,816.3825378417971
127.5,801.1378775856712
132.5,754.575755448775
137.5,739.9966650390625
142.5,702.1774493049176
147.5,673.6188875325521
152.5,675.1429806357935
157.5,652.6588891601564
162.5,651.4100008138022
167.5,638.1068635828354
172.5,610.644445292155
177.5,640.0166677621694
182.5,612.8243586613582
187.5,622.3273827689035
192.5,596.3216690063475
197.5,581.4208368937175
202.5,587.6444480895997
207.5,556.2351894802518
212.5,540.6800006103515
217.5,554.700001878005
222.5,518.3690495082311
227.5,477.6500011097301
232.5,512.0516696166993
237.5,464.70416793823244
242.5,477.77407599555124
247.5,519.5703737046983
