Pressure_Pa,ADC_Reading
2.5,2257.15670569918
7.5,2132.9966020835664
12.5,1788.1490278377084
17.5,1610.019323059753
22.5,1492.9475498012728
27.5,1398.6146705040567
32.5,1210.7707882596044
37.5,1013.2045625959122
42.5,861.8942896176693
47.5,799.5643971761066
52.5,728.3531619367928
57.5,674.0887732680964
62.5,648.7696666259766
67.5,608.4545457319781
72.5,560.31367586576
77.5,517.0477474728146
82.5,492.28108066868134
87.5,462.0971270331022
92.5,439.40297895159034
97.5,437.1211123657228
102.5,434.96281937819265
107.5,412.42466601562495
112.5,401.41599963378894
117.5,394.0198394775391
122.5,381.8123183540676
127.5,377.73240822686085
132.5,372.8263171547338
137.5,358.4325006103516
142.5,357.89117656034597
147.5,337.70882326013907
152.5,338.0249997138977
157.5,327.39
162.5,326.9970581054688
167.5,311.97777633667
172.5,327.81666581290114
177.5,337.759720993042
182.5,316.9511898040772
187.5,310.7749996821086
192.5,311.28518524169925
197.5,304.0987194941594
202.5,307.26296352810334
207.5,286.614815097385
212.5,290.31363643299454
217.5,291.3129628499349
222.5,259.94999977111814
227.5,253.71666673024495
232.5,244.0549992370605
237.5,227.7761896405901
242.5,212.72222256130644
247.5,207.38235374899477
