Pressure_Pa,ADC_Reading
2.5,2952.1379953542328
7.5,2829.285737304686
12.5,2674.6961777472807
17.5,2497.4235891319167
22.5,2321.248151765047
27.5,2159.4814840811273
32.5,2002.0195024206287
37.5,1863.9339598083498
42.5,1729.0044622716769
47.5,1621.3272220865888
52.5,1529.7672702858667
57.5,1438.7314103346605
62.5,1360.548887261285
67.5,1278.155429857831
72.5,1211.1773556440307
77.5,1143.2695286342073
82.5,1093.588545036316
87.5,1022.1005067767518
92.5,987.9166644918506
97.5,937.6313298339845
102.5,908.4119943847659
107.5,849.2222211201985
112.5,830.1986104329426
117.5,794.1458334350584
122.5,748.1626671142578
127.5,733.523808506557
132.5,687.0888900030227
137.5,661.3092608981663
142.5,624.6031299591066
147.5,609.894122314453
152.5,591.7468765258789
157.5,566.1416667393275
162.5,538.9273784092495
167.5,535.347434410682
172.5,522.1423053448017
177.5,488.60128103402945
182.5,473.8106062455611
187.5,467.6525644155649
192.5,444.01666748046875
197.5,451.5033334350586
202.5,442.25757418545805
207.5,421.67619018554694
212.5,403.74696877219463
217.5,393.5555558946398
222.5,380.9575752951883
227.5,368.46190643310547
232.5,378.6742433027787
237.5,366.41296301947705
242.5,371.05000000000007
247.5,370.576469152114
