Pressure_Pa,ADC_Reading
2.5,2395.6385675474685
7.5,1900.1472215717345
12.5,1417.7517837524413
17.5,1113.1779632363541
22.5,917.6518359168099
27.5,799.9395838419596
32.5,693.2273074230516
37.5,622.5889673797177
42.5,576.5629039149132
47.5,543.6562478201728
52.5,493.9271246966192
57.5,443.3811131625704
62.5,413.6369931290791
67.5,379.2612614399679
72.5,347.46981962049335
77.5,324.5906254291534
82.5,282.59354922386905
87.5,276.2065483638219
92.5,254.17654300265852
97.5,244.0589753077581
102.5,223.24600152587894
107.5,213.19250083923345
112.5,206.6722223917643
117.5,182.79210538362202
122.5,183.84444431123276
127.5,176.12456070749383
132.5,170.12368372866985
137.5,156.86874952316285
142.5,160.12111053466796
147.5,152.1296292834812
152.5,145.2911106109619
157.5,147.69027709960938
162.5,152.59999938964845
167.5,134.26538438063403
172.5,126.31923050513635
177.5,127.5124999364217
182.5,111.52727248451926
187.5,126.48333334489303
192.5,109.0424244967374
197.5,105.0833332909478
202.5,99.28484829989347
207.5,91.66212141730568
212.5,84.71875050067901
217.5,88.12166737556457
222.5,77.23148189120822
227.5,69.30000037087335
232.5,66.68518564436172
237.5,72.52407440609403
242.5,53.738095644542156
247.5,81.89215731340296
