Pressure_Pa,ADC_Reading
2.5,2649.1652106353613
7.5,2291.9984265734256
12.5,1935.3856182795691
17.5,1590.6303697183102
22.5,1280.8579128440363
27.5,1024.360393258427
32.5,861.7982142857144
37.5,709.4098484848489
42.5,582.2771186440679
47.5,461.91682692307677
52.5,352.71136363636356
57.5,268.19999999999993
62.5,209.74512195121955
67.5,178.42773437500006
72.5,147.12537878787882
77.5,116.520703125
82.5,89.10769230769232
87.5,62.88564814814816
92.5,54.86761363636363
97.5,39.656499999999994
102.5,31.809782608695652
107.5,19.96125
112.5,12.141666666666664
117.5,6.211904761904763
122.5,2.8409722222222222
127.5,1.33515625
132.5,0.3241071428571428
137.5,0.058333333333333334
142.5,0.0
147.5,0.0
152.5,0.0
157.5,0.0
162.5,0.0
167.5,0.0
172.5,0.0
177.5,0.0
182.5,0.0
187.5,0.0
192.5,0.0
197.5,0.0
202.5,0.0
207.5,0.0
212.5,0.0
217.5,0.0
222.5,0.0
227.5,0.0
232.5,0.0
237.5,0.0
242.5,0.0
247.5,0.0
