Pressure_Pa,ADC_Reading
2.5,2692.908857495857
7.5,2587.6404445178173
12.5,2438.0993373786814
17.5,2242.235095789293
22.5,2061.0097730593575
27.5,1821.5018353103492
32.5,1608.9145219044012
37.5,1389.3724243164058
42.5,1215.8675998741473
47.5,1036.6971366882321
52.5,923.3641989248767
57.5,813.4510024414064
62.5,724.7851065777718
67.5,659.831394639126
72.5,613.6144728008071
77.5,565.9035075137489
82.5,524.7833321066466
87.5,492.0639757710118
92.5,460.2264344314049
97.5,441.8577381678991
102.5,428.33333364633415
107.5,399.7806671142578
112.5,387.82970992378574
117.5,380.4508334350586
122.5,359.83333379572093
127.5,346.2325407482329
132.5,333.0754397743626
137.5,320.3509265475803
142.5,310.1260432243347
147.5,298.01296386718747
152.5,287.1566677856445
157.5,272.9468751907349
162.5,264.4833340454101
167.5,256.9025646503155
172.5,249.18214405604775
177.5,241.60833435058592
182.5,231.0625003814698
187.5,223.13333333333335
192.5,206.9569446563721
197.5,211.1277779473199
202.5,198.22333358764647
207.5,193.3733349609375
212.5,188.48636467673566
217.5,174.97777871025932
222.5,174.42963027954102
227.5,165.08703782823352
232.5,171.9481489393446
237.5,162.26666675143773
242.5,178.39444461398656
247.5,183.91078401453362
