Pressure_Pa,ADC_Reading
2.5,2800.787604996424
7.5,2576.9535840151834
12.5,2301.2433166798764
17.5,2035.4707753092446
22.5,1831.448621109892
27.5,1632.9624131222995
32.5,1467.9763052699082
37.5,1322.1968516474185
42.5,1192.4338547706604
47.5,1070.5213847610191
52.5,963.9372356008976
57.5,858.3140720621745
62.5,759.3004193878174
67.5,699.2551304743839
72.5,657.3272735133316
77.5,613.1869782686233
82.5,545.9749990336101
87.5,514.100575703588
92.5,483.03600126647956
97.5,409.93472294807435
102.5,384.71800003051766
107.5,353.5766671657563
112.5,321.8558342933655
117.5,311.1133342170716
122.5,289.4492069789342
127.5,300.9541678547859
132.5,255.35000129026528
137.5,250.181373685949
142.5,221.94166654348376
147.5,232.66249877214435
152.5,214.10666568756102
157.5,207.4333332061767
162.5,196.3551291630818
167.5,156.4410263006504
172.5,171.83472297390304
177.5,164.03589698534748
182.5,150.7569443643093
187.5,144.86333324432374
192.5,150.97499976396563
197.5,135.77962928348114
202.5,132.52833210229875
207.5,110.6181814042005
212.5,118.8437493801117
217.5,111.47916617393496
222.5,93.46166654348374
227.5,72.56249990463259
232.5,63.85999960184099
237.5,53.73703684806824
242.5,48.35555548138089
247.5,42.53777769724528
